Resource ID,Resource Name,Resource URL,Description,Archived,Format,Type,Runtime,Subject Areas,Authoring Organization,Intended Audiences,Record Modified,Resource Revised
L002365112,Genetics 101,https://www.nnlm.gov/training/class-catalog/genetics-101-0,"This class is intended to cover the fundamentals of understanding genetics specifically the Central Dogma of Molecular Biology and is geared toward medical, hospital, and academic librarians, but everyone is welcome. This is an online, asynchronous class.",false,HTML,Tutorial Source Page,,Genetics and Molecular Biology; Other,Network of the National Library of Medicine,User; Trainer,10/21/2022 12:00:00 AM,08/24/2021 12:00:00 AM
L001531112,Genome Data Viewer: Analyzing Remote BAM Alignment Files and Other Tips,https://www.youtube.com/watch?v=KaLgr6dIcQs,"This video shows you how to upload remote BAM files, and succinctly demonstrates handy viewer settings, such as Pileup display options, and highlights the very helpful tooltips.",false,MP4 Video,YouTube Video,,Genetics and Molecular Biology,"Training Team, NCBI",User,06/17/2020 12:00:00 AM,01/08/2020 12:00:00 AM
L002141112,"Genome Data Viewer: Introducing Table View, a New Way to Navigate Assemblies",https://www.youtube.com/watch?v=QJRAoUChK3w,"Provides a very brief refresher on the Genome Data Viewer's home page, then introduces a new way to view and download assemblies. Table view offers an  easier way to see all the assemblies available for one organism, and for larger taxonomic groups.",false,MP4 Video,YouTube Video,3,Genetics and Molecular Biology; Other,"Training Team, NCBI",User,04/29/2021 12:00:00 AM,03/05/2021 12:00:00 AM
L002081112,Genome Data Viewer: Navigate Exons and Find CDS Positions,https://www.youtube.com/watch?v=EVNABwOCt_s,"Shows you different ways to explore exons in gene transcripts, find CDS and protein positions, use HGVS-like expressions to locate positions, and download exon sequence.",false,MP4 Video,YouTube Video,4,Genetics and Molecular Biology; Other,"Training Team, NCBI",User,04/29/2021 12:00:00 AM,02/04/2021 12:00:00 AM
L001521112,Genome Data Viewer: Tips for Zooming to Chromosomal Regions,https://www.youtube.com/watch?v=4WRUNovZ-aA&t=2s,"The Genome Data Viewer, or GDV, is NCBI's genome browser. We continue to update and add new functions, including the Chromosome Region Selector, the focus of this video.",false,MP4 Video,YouTube Video,,Genetics and Molecular Biology,"Training Team, NCBI",User,06/17/2020 12:00:00 AM,06/12/2020 12:00:00 AM
L00605080,Genome Workbench Tutorials,https://www.youtube.com/playlist?list=PL7dF9e2qSW0aQs_Id9JxVoeVKlMrtxTsq,"Tutorials on the Genome Workbench including using phylogenetic trees, using ProSplign, loading a genome, and searching and viewing a gene.",false,MP4 Video,YouTube Video,95,Genetics and Molecular Biology; Bioinformatics; Developmental Biology; Microbiology; Immunology; Agriculture; Cancer,"Training Team, NCBI",User,07/29/2022 12:00:00 AM,07/29/2022 12:00:00 AM
L002644112,Genome Workbench: Update Sequence,https://www.youtube.com/watch?v=1SQ9tGxM4Bs,How to update your GenBank sequences with new annotation or sequence.,false,MP4 Video,YouTube Video,7,Genetics and Molecular Biology; Other,"Training Team, NCBI",User; Trainer,12/29/2021 12:00:00 AM,11/26/2021 12:00:00 AM
L000742112,Genomic Data Sharing Policy and dbGaP submissions,https://www.youtube.com/watch?v=aGnFLTHCE04&feature=youtu.be,"In this webinar, presented mainly for NIH intramural investigators engaged in GWAS and other genomic research efforts at NIH, you will learn about working with your Genomics Program Administrator to register your study in dbGaP and how to prepare your project metadata files, phenotypes, and molecular data for submission to dbGaP. Although this presentation is intended for NIH intramural researchers, it will also help those outside NIH who plan to submit data to dbGaP.",false,MP4 Video,YouTube Video,49,My NCBI,"Training Team, NCBI",Developer,06/15/2020 12:00:00 AM,02/08/2016 12:00:00 AM
L003142112,Getting Started with NCBI Data in Python,https://www.nlm.nih.gov/oet/ed/ncbi/2022_04_python.html,"On April 19, the NCBI Education Team provided a workshop on Getting Started with NCBI Data in Python. Training materials from this event are available on this page.",false,HTML,Webinar Source Page,168,Genetics and Molecular Biology; NCBI Workshops,"Training Team, NCBI",User; Trainer,07/15/2022 12:00:00 AM,04/19/2022 12:00:00 AM
L002807112,Getting Started with NCBI Data in Python,https://www.nlm.nih.gov/oet/ed/ncbi/2021_12_python.html,"On December 14, the NCBI Education Team provided a workshop on Getting Started with NCBI Data in Python. Training materials from this event are available on this page.  Learn how to tackle bigger biomolecular datasets more reliably with the power of Python programming. This workshop is designed for biologists without programming experience. Our examples will use genomic, transcript, and protein sequence data, but the programming skills will be broadly relevant for all biologists.",false,HTML,Webinar Source Page,167,Genetics and Molecular Biology; NCBI Workshops,"Training Team, NCBI",User,02/18/2022 12:00:00 AM,12/14/2021 12:00:00 AM
L002321112,Getting the Full Picture with ClinicalTrials.gov,https://www.nlm.nih.gov/oet/ed/ct/full_picture.html,"Kristina Elliott from the National Library of Medicine discusses the role of <a href=""https://clinicaltrials.gov/"">ClinicalTrials.gov</a> in making the results of clinical research transparent to the public. This presentation was created for the 2018 Medical Library Association (MLA) Annual meeting.",false,MP4 Video,Video Tutorial,15,ClinicalTrials.gov,Office of Engagement and Training,User; Trainer,08/10/2021 12:00:00 AM,05/13/2018 12:00:00 AM
L002961112,Getting the Most Out of DOCLINE,https://www.youtube.com/watch?v=uui_qW1-0qo,"A 30 minute webinar on the features of DOCLINE, the interlibrary loan request routing system.",false,MP4 Video,YouTube Video,28,DOCLINE,Network of the National Library of Medicine,User,03/31/2022 12:00:00 AM,05/13/2020 12:00:00 AM
L000884112,Getting the Right Information to Patients Using MedlinePlus Connect,https://www.nlm.nih.gov/bsd/disted/video/clin_info/medline_plus_connect.html,"As part of the series, Clinical Information, Librarians and the NLM: from Health Data Standards to Better Health, Jennifer Jentsch from the MedlinePlus team at the U.S. National Library of Medicine describes how terminology standards make patient educational materials accessible through electronic health record systems, health apps, and other systems via MedlinePlus Connect.",false,MP4 Video,Webinar,28,MedlinePlus; Terminology; Clinical Medicine,Office of Engagement and Training,User; Developer,06/17/2020 12:00:00 AM,11/25/2019 12:00:00 AM
L000973112,Getting the Right Information to Patients Using MedlinePlus Connect: Tutorial,https://www.nnlm.gov/training/class-catalog/getting-right-information-patients-using-medlineplus-connect,"This one-hour training session with videos and exercises is intended to introduce you to what MedlinePlus Connect does and how, and point you to resources for implementing MedlinePlus Connect at your institution.",false,HTML,On-Demand Course,60,MedlinePlus; Clinical Medicine; Consumer Health; Health Care Technology,Office of Engagement and Training,User; Trainer; Developer,10/21/2022 12:00:00 AM,09/01/2021 12:00:00 AM
L001641112,Grants and Proposal Writing-On Demand,https://www.nnlm.gov/training/class-catalog/how-apply-nnlm-funding,"Designed for beginning grant proposal writers, this class presents a general overview of the grant and funding processes as well as the level of detail required in a successful proposal.",false,HTML,On-Demand Course,,Data Science,Network of the National Library of Medicine,User,05/08/2023 12:00:00 AM,10/28/2021 12:00:00 AM
L003346112,Graphic Medicine & Mental Health - Lesson Plan,https://www.nlm.nih.gov/exhibition/graphicmedicine/education-lessonplan1.html,"Students explore the graphic novel format used for personal stories of illnesses, known as graphic medicine.",false,HTML,Page,,K-12 Education; History of Medicine,History of Medicine,User; Trainer,09/30/2022 12:00:00 AM,09/30/2022 12:00:00 AM
L003721112,HEALTH BYTES w/ Region 3 - Use of podcasts to reduce misinformation,https://www.youtube.com/watch?v=nouuigo-vog&list=PLUlRqrjIldD7WWe8pkl2uIhXFzvneYco0,"This presentation will share information about a project funded by the All of Us project in conjunction with the National Library of Medicine. It showcases the use of podcasts to promote health literacy and inform the Latinx community about relevant health topics, during the COVID-19 Pandemic. It is a collaboration of Spanish speaking healthcare providers, librarians, and community organizers. The goal is to educate and reduce misinformation within this community about relevant health issues.",false,MP4 Video,YouTube Video,53,Other; Consumer Health,Network of the National Library of Medicine,User,01/06/2023 12:00:00 AM,01/13/2022 12:00:00 AM
